Timestamp (ms),F_RPM_PRIM,F_GPS_SPEED
18081,0.0,0.03
18091,0.0,0.03
18101,0.0,0.03
18111,0.0,0.03
18121,0.0,0.03
18131,0.0,0.03
18131,0.0,0.03
18142,0.0,0.03
18152,0.0,0.03
18167,0.0,0.03
18177,0.0,0.03
18187,0.0,0.03
18197,0.0,0.03
18207,0.0,0.03
18217,0.0,0.03
18227,0.0,0.03
18237,0.0,0.03
18247,0.0,0.03
18258,0.0,0.03
18268,0.0,0.03
18278,0.0,0.03
18289,0.0,0.03
18299,0.0,0.03
18309,0.0,0.03
18320,0.0,0.03
18330,0.0,0.03
18340,0.0,0.03
18350,0.0,0.03
18360,0.0,0.03
18370,0.0,0.03
18380,0.0,0.03
18390,0.0,0.03
18404,0.0,0.03
18414,0.0,0.03
18432,0.0,0.03
18442,0.0,0.03
18455,0.0,0.03
18465,0.0,0.03
18475,0.0,0.03
18485,0.0,0.03
18495,0.0,0.03
18507,0.0,0.03
18517,0.0,0.03
18527,0.0,0.03
18537,0.0,0.03
18547,0.0,0.03
18557,0.0,0.03
18567,0.0,0.03
18577,0.0,0.03
18597,0.0,0.03
18607,0.0,0.03
18626,0.0,0.03
18636,0.0,0.03
18649,0.0,0.03
18659,0.0,0.03
18669,0.0,0.03
18679,0.0,0.03
18689,0.0,0.03
18701,0.0,0.03
18711,0.0,0.03
18721,0.0,0.03
18731,0.0,0.03
18748,0.0,0.03
18759,0.0,0.03
18769,0.0,0.03
18784,0.0,0.03
18794,0.0,0.03
18804,0.0,0.03
18814,0.0,0.03
18824,0.0,0.03
18837,0.0,0.03
18847,0.0,0.03
18857,0.0,0.03
18867,0.0,0.03
18877,0.0,0.03
18890,0.0,0.03
18900,0.0,0.03
18910,0.0,0.03
18920,0.0,0.03
18935,0.0,0.03
18949,0.0,0.03
18959,0.0,0.03
18969,0.0,0.03
18979,0.0,0.03
18990,0.0,0.03
19005,0.0,0.03
19015,0.0,0.03
19025,0.0,0.03
19035,0.0,0.03
19045,0.0,0.03
19055,0.0,0.03
19065,0.0,0.03
19075,0.0,0.03
19085,0.0,0.03
19096,0.0,0.03
19106,0.0,0.03
19116,0.0,0.03
19126,0.0,0.03
19136,0.0,0.03
19149,0.0,0.03
19159,0.0,0.03
19173,0.0,0.03
19183,0.0,0.03
19193,0.0,0.03
19204,0.0,0.03
19214,0.0,0.03
19227,0.0,0.03
19237,0.0,0.03
19247,0.0,0.03
19257,0.0,0.03
19267,0.0,0.03
19277,0.0,0.03
19287,0.0,0.03
19303,0.0,0.03
19318,0.0,0.03
19328,0.0,0.03
19338,0.0,0.03
19349,0.0,0.03
19359,0.0,0.03
19369,0.0,0.03
19380,0.0,0.03
19390,0.0,0.03
19400,0.0,0.03
19410,0.0,0.03
19420,0.0,0.03
19430,0.0,0.03
19440,0.0,0.03
19450,0.0,0.03
19460,0.0,0.03
19471,0.0,0.03
19481,0.0,0.03
19494,0.0,0.03
19504,0.0,0.03
19514,0.0,0.03
19524,0.0,0.03
19534,0.0,0.03
19544,0.0,0.03
19544,0.0,0.03
19555,0.0,0.03
19565,0.0,0.03
19581,0.0,0.03
19591,0.0,0.03
19601,0.0,0.03
19612,0.0,0.03
19622,0.0,0.03
19632,0.0,0.03
19642,0.0,0.03
19652,0.0,0.03
19662,0.0,0.03
19672,0.0,0.03
19682,0.0,0.03
19692,0.0,0.03
19702,0.0,0.03
19712,0.0,0.03
19722,0.0,0.03
19733,0.0,0.03
19743,0.0,0.03
19753,0.0,0.03
19763,0.0,0.03
19773,0.0,0.03
19783,0.0,0.03
19793,0.0,0.03
19803,0.0,0.03
19813,0.0,0.03
19823,0.0,0.03
19838,0.0,0.03
19853,0.0,0.03
19863,0.0,0.03
19873,0.0,0.03
19884,0.0,0.03
19894,0.0,0.03
19904,0.0,0.03
19914,0.0,0.03
19924,0.0,0.03
19944,0.0,0.03
19954,0.0,0.03
19964,0.0,0.03
19974,0.0,0.03
19984,0.0,0.03
19994,0.0,0.03
20005,0.0,0.03
20015,0.0,0.03
20025,0.0,0.03
20036,0.0,0.03
20046,0.0,0.03
20056,0.0,0.03
20066,0.0,0.03
20076,0.0,0.03
20086,0.0,0.03
20096,0.0,0.03
20106,0.0,0.03
20116,0.0,0.03
20126,0.0,0.03
20136,0.0,0.03
20156,0.0,0.03
20166,0.0,0.03
20176,0.0,0.03
20187,0.0,0.03
20197,0.0,0.03
20207,0.0,0.03
20217,0.0,0.03
20227,0.0,0.03
20241,0.0,0.03
20251,0.0,0.03
20261,0.0,0.03
20273,0.0,0.03
20283,0.0,0.03
20294,0.0,0.03
20304,0.0,0.03
20314,0.0,0.03
20326,0.0,0.03
20336,0.0,0.03
20346,0.0,0.03
20358,0.0,0.03
20368,0.0,0.03
20378,0.0,0.03
20389,0.0,0.03
20399,0.0,0.03
20409,0.0,0.03
20419,0.0,0.03
20429,0.0,0.03
20439,0.0,0.03
20450,0.0,0.03
20460,0.0,0.03
20473,0.0,0.03
20483,0.0,0.03
20493,0.0,0.03
20503,0.0,0.03
20513,0.0,0.03
20525,0.0,0.03
20535,0.0,0.03
20556,0.0,0.03
20566,0.0,0.03
20578,0.0,0.03
20588,0.0,0.03
20598,0.0,0.03
20609,0.0,0.03
20619,0.0,0.03
20629,0.0,0.03
20640,0.0,0.03
20650,0.0,0.03
20671,0.0,0.03
20681,0.0,0.03
20691,0.0,0.03
20701,0.0,0.03
20711,0.0,0.03
20724,0.0,0.03
20738,0.0,0.03
20753,0.0,0.03
20763,0.0,0.03
20773,0.0,0.03
20784,0.0,0.03
20794,0.0,0.03
20806,0.0,0.03
20816,0.0,0.03
20826,0.0,0.03
20836,0.0,0.03
20846,0.0,0.03
